,dataset,sequence,delentropy,blur,brightness distance,t1,t2,t3,r1,r2,r3
23,mimir,OceanFloor,0.00676730974238292,,,0.007475688700597366,-0.016831604692294277,-0.01910364980265671,-0.007441129558023609,0.000967421105073852,-0.0008952980918183667
24,mimir,SeaFloor,0.038964147622795646,,,0.041619054461056286,-0.07580957489074841,-0.018774579008223588,-0.019089793993032934,-0.001724476825526855,-0.000954649020774519
25,mimir,OceanFloor,0.05511803253799776,,,0.06600094299284066,0.021986765305710372,0.005294349914886771,-0.017256709781975847,-0.0009123666706127915,-0.005123949448766865
26,mimir,SeaFloor_Algae,0.026276768470862546,,,0.14564577182547292,-0.002328872517115179,-0.0014401079368821042,0.02611838082000238,-0.0024882182028388364,-0.00296635169073847
27,mimir,SeaFloor_Algae,0.011803366223614027,,,-0.014682164751388234,0.0004216614434150438,-0.03048523786615084,-0.01735818576074312,0.0024410575119789557,-0.0014265449683041566
28,mimir,SeaFloor,0.020376710348848335,,,-0.0275435240308695,-0.036532017993007405,-0.008558270064333259,0.0035495847315296027,-0.002367308158391221,0.002578241895808843
29,mimir,OceanFloor,0.01299351861097323,,,0.03098365894733124,-0.05148010955987976,-0.062042499886969596,0.009074854917344923,0.0005014053394545942,0.0024673575560658534
30,mimir,SeaFloor,0.028200210507458346,,,0.03349050816404166,-0.05068346024690591,0.008257197713058599,-0.023464006574699433,-0.0005651435373586189,0.0013781253002133095
31,mimir,OceanFloor,4.6429072099474075e-05,,,0.06906696990914461,0.0732407518986855,-0.0421835477808735,0.001543113601514784,0.0018415501116739003,-0.004814651944212408
32,mimir,SandPipe,8.696288268586681e-05,,,0.008672433509329511,-7.872762329731532e-05,0.008208683157275982,-0.0006645049865669437,-0.000901405188905265,0.0017342905558206778
33,mimir,SeaFloor_Algae,0.02577633788016075,,,-0.007993823766186424,-0.004237237465476383,-0.048599932662434106,0.010691112198965637,0.0006391906388625707,-0.0008235827654702473
34,mimir,SeaFloor_Algae,0.06669687931799292,,,0.05913351594385249,-0.036555619950898705,-0.02019279484018574,-0.02252987070009961,-0.0008212673155199722,-0.0018328961121499732
35,mimir,SeaFloor,0.018700879251022224,,,-0.05841872460417403,0.0029066692301778292,-0.006630741751704373,0.0021287219334320557,0.002308662841005009,-0.0008473063465077157
36,mimir,OceanFloor,0.04996292222345246,,,-0.027112507456947026,0.02123180117521483,-0.01923388276357975,0.005971493140596894,0.002529497175442749,-0.0039649175941800785
37,mimir,SeaFloor_Algae,0.021915668462323463,,,0.05513118538247104,0.028702187282895898,0.035139362169877904,0.017931044699181442,-7.164804443154226e-06,0.00224904444424031
38,mimir,SeaFloor,0.03263609214515291,,,0.11293810936354709,-0.056533628873996745,-0.021317336854350187,-0.002096876750674924,-0.001684530635311375,-0.002107197702400007
39,mimir,OceanFloor,0.006037981239283986,,,0.06459700540391473,0.08847557896318213,0.03473164822996315,-0.0026909987755307694,0.0003403235113345359,-0.003476662168942575
40,mimir,SeaFloor,0.019312353869734455,,,-0.026415365241009976,-0.011910177744198964,-0.005771793563989535,0.022583600882473097,-0.001300049984441781,0.00417762206312229
41,mimir,SandPipe,0.0021205847215281723,,,-0.03267309473129588,0.00332614816215798,-0.009158244712719574,-0.0010149933179394914,0.0004633133984133341,-0.0001401613734608611
42,mimir,SandPipe,0.0009685096825815231,,,-0.07563768824565519,-0.03891678737418742,0.02309646381638761,-0.0031055717713404487,-7.820447678201721e-05,8.5211849557609e-05
43,mimir,SeaFloor_Algae,0.020454844221781614,,,-0.000635926416556847,-0.0630716780939021,0.0016404582820152686,-0.0016682954854428211,-0.00013574714537891138,0.001023121395848058
44,mimir,OceanFloor,0.02512643092127675,,,0.03779497719270787,-0.035496621004120814,0.0018938128431859546,-0.00028986056733399594,-0.0014709983376864273,0.0001737808728654458
45,mimir,OceanFloor,0.02500845716610821,,,-0.015079413205281611,0.0033174259205807125,-0.007680203467195599,-0.016572931300741812,0.0009376442228518953,-0.0021054321734470484
46,mimir,OceanFloor,0.007053958456396208,,,-0.003912504262984478,-0.024685426581040754,-0.006766292773362293,0.002367222377722019,-0.0027909566384489728,0.004751458029176501
47,mimir,SeaFloor_Algae,0.05574730211283347,,,-0.06722424406612505,-0.013671528385081093,-0.018010589399489567,-0.010589564798521727,0.028532875904769765,0.0050960851424705
48,mimir,OceanFloor,0.0002982344688767465,,,-0.05455781108602312,-0.023107211770706886,-0.04047578923298584,0.010161826805777508,-0.0003239897283928296,-0.00010123103498110633
49,mimir,OceanFloor,0.0014038582385387424,,,-0.029201185320809796,0.06833763143227105,-0.09536282499201852,-0.016857735715164475,0.0008359104596629965,-0.0013928423959859695
50,mimir,OceanFloor,0.0007859268074176075,,,0.039783290400613625,0.02018035141095469,-0.02579464705498019,4.7227729045603354e-05,0.0011637885170174436,-0.004530943972704505
51,mimir,SeaFloor,0.005703063789808736,,,0.07106400669035003,0.049440479169116876,0.02492381035998843,-0.008132577272057158,-0.000994946369255037,-0.004324909862514817
52,mimir,SeaFloor_Algae,0.028611650944356554,,,0.09540432958614417,-0.016927536343085598,-0.02253366532678502,0.015511751136467855,-0.0014267558545907671,-0.004650823218423605
53,mimir,SeaFloor_Algae,0.020008439832725072,,,0.03319345779862461,-0.005826476953884984,0.028152820387750906,-0.029198211098301487,0.0009718547462538598,-0.004117217136681137
54,mimir,SeaFloor_Algae,0.06174030705794306,,,-0.12037945111949727,0.1060096139985054,0.009475195472578276,-0.02952291983603228,0.05187658430125767,-0.007472386075613937
55,mimir,SeaFloor_Algae,0.033197672008895854,,,0.028787412070783096,-0.009163841398026052,-0.003118265248534678,-0.01701495035157755,0.0008651860403169586,-0.00517448118695185
56,mimir,OceanFloor,0.006200667051744537,,,0.01417565049778418,-0.0028189564889826444,0.005917863066621736,-0.005048794013159842,9.257305420595618e-05,-0.0004366522592958489
57,mimir,SandPipe,-0.0,,,-0.004440678054355226,-0.03190461144628338,0.06292586443788355,0.0006379835146273399,0.00038666855045844614,-0.0009285514046983167
58,mimir,SandPipe,8.443514624985678e-05,,,0.0046036851499136585,-0.00630462104123876,0.00019949453535935283,0.0012965289278378282,-0.0014728197273988655,0.0028042222693539566
59,mimir,OceanFloor,0.04777037300555612,,,0.05599849964322514,0.020280320931449276,0.013383153238840479,-0.001568795738684017,0.00032611982281565994,0.000512235498802615
60,mimir,OceanFloor,0.031008302590877744,,,0.02937387134299768,0.005977801488020871,0.012150270965864317,-0.005953218331159713,-0.0006666792605448955,0.0038040687254204683
61,mimir,OceanFloor,0.005531909066581367,,,-0.11657492167023298,-0.03769402901538793,0.0043100501373747714,0.00011222772814874956,-0.005467153552862826,-0.0019348509568712215
62,mimir,OceanFloor,6.7976663156242e-05,,,0.04045372876274232,0.02908165317470716,1.9208300488242985e-05,-0.0021267698258151586,0.0005240879202261021,-0.0022538968821345963
63,mimir,SeaFloor_Algae,0.01272847592700473,,,-0.007347774718374429,-0.0577318154433339,-0.004404152517660161,0.00020710912780565335,0.0008013611674440838,-0.0010767350716122052
64,mimir,SeaFloor,0.028639863879939324,,,0.009278463591093888,-0.012234661992998098,0.006624477125757108,-0.0025529832451075887,-0.0008053363176194751,2.095374173040448e-05
65,mimir,SandPipe,0.0054254290847740964,,,0.009090132946022835,0.009072354213356655,0.007067007985006401,0.0020615899834144635,-0.0002553493876101332,0.0004019992364876748
66,mimir,SeaFloor_Algae,0.021041434532353017,,,-0.061714714978238355,-0.010651013532558136,0.02573062888960678,0.02264598362678673,0.002787332764448164,0.0003959777058935527
67,mimir,OceanFloor,0.008084573200473262,,,0.0344460505113569,0.029978664404748046,0.009645731284944038,-0.007244228477133114,-0.0016693426544677164,0.004450839654653661
68,mimir,OceanFloor,0.004002441957769941,,,-0.031060340100284457,0.12655679470129635,-0.01190478013623707,0.0038940372063969394,-0.00408504513596268,0.004017314779922808
69,mimir,SeaFloor,0.04520030074598006,,,-0.01025458462113265,0.1369487953826835,0.06194102165943719,0.010018847629567501,0.013350547978400858,-0.019885065350966978
70,mimir,SandPipe,0.00238054517459519,,,0.04308409624602148,0.15036025404192685,-0.0026038300104110493,-8.086222339421007e-05,0.0006170623798116988,-0.0009518534173691362
71,mimir,SeaFloor,0.028041283375901747,,,0.012753084430198692,-0.04862446787794984,-0.003938374806739658,0.012916541443689417,0.00024042705511536492,-0.0011534736135058816
72,mimir,SandPipe,0.004204140818308636,,,0.009489956838472561,0.052426620594968956,0.004716080642873794,0.0007065868555984264,0.0006815898607574199,-0.001185922335700622
73,mimir,SeaFloor_Algae,0.008735465786040725,,,-0.10428983893391834,-0.05313571885200229,-0.11312009134149384,-0.012151032226154782,0.007766437085933519,0.012137497282402333
74,mimir,SeaFloor,0.025532163386884958,,,-0.04025243606651838,-0.010696705221402444,-0.032126674891353534,0.022231971546681703,-0.0030080714549822044,0.0027978415273620647
75,mimir,SeaFloor_Algae,0.015254682536237426,,,-0.0008105861299326686,0.00837052134864099,-0.009821823715178705,-0.004143735228497837,0.0008119855743111434,0.0004258723881249474
76,mimir,SeaFloor,0.02275542817190564,,,-0.019905405564460844,-0.009921432173096347,0.001253997131876769,-0.005738000421977812,0.001243461993891086,0.0002349497297182705
77,mimir,SeaFloor,0.02347636384464539,,,-0.006419262302494522,0.02291988045679135,-0.008873402557967723,-0.0006815161091114564,-0.001767568752159591,0.00047578157273009197
78,mimir,OceanFloor,0.012807009503322024,,,0.10427268669045071,-0.01798416017805787,0.019577044942666044,-0.011636506291750288,-0.0011091562836521105,-0.0028678541489326743
79,mimir,SandPipe,0.0017603135469188226,,,-0.03274101754960067,0.003315846625802051,-0.00873481884546223,-0.0008644491309768735,-0.0004374218971159841,-1.582587623663234e-05
80,mimir,OceanFloor,-0.0,,,-0.08165554971800543,0.022872446205460466,-0.005858861971098649,-0.0022415116414720806,-0.0012112124704662262,0.0005767267680009215
81,mimir,OceanFloor,0.04639461233221749,,,-0.012353685901021467,0.011329471044557867,-0.00889412383643474,-0.017976501521053206,0.0011590370686605333,-0.0025504533069548086
82,mimir,OceanFloor,0.0005323307186627876,,,-0.055638178032623685,0.025998202195134233,0.052205505325441964,-0.011628587621931512,0.0021188505698874005,-0.00016161614833818354
83,mimir,SeaFloor_Algae,0.0477191235066723,,,-0.050188395336102885,0.11885201293362413,-0.059145136265188004,0.016158011501964362,0.0017365685072650088,0.00022369610158468457
84,mimir,OceanFloor,0.037543186420132574,,,-0.014696593355951634,-0.07125371185999102,-0.03189055487292145,-0.0019161569223894467,-0.0018670574746299108,0.0037362169727089612
85,mimir,SeaFloor_Algae,0.04132630662174849,,,0.0773922881892723,-0.08021870859503186,-0.014074208238587186,-0.0036261121577703796,0.0032617016761056603,0.004231464306957517
86,mimir,OceanFloor,0.0009491436916875678,,,0.061726247116548665,0.06078176620217047,-0.03485043921002196,-6.081610144080608e-05,-0.0018682231917203638,0.006904388009719236
87,mimir,OceanFloor,0.00581264883299643,,,-0.15371959260801396,-0.007200929186344737,0.022433994399850936,-0.013596109675031304,-0.0031055212717747763,-0.001187757750174633
88,mimir,OceanFloor,0.019424960315043892,,,-0.06811402478507612,0.002133234344796143,0.027378109131685747,-0.003788613211317648,0.001845132789895133,0.002080219822501772
89,mimir,SeaFloor_Algae,0.03207457870157248,,,0.007630911816403669,-0.08645638068008048,-0.013340062051124441,0.006463183137643498,0.01017098338997162,0.005436853136167055
90,mimir,OceanFloor,-0.0,,,-0.06893630687253446,0.0019013335732439233,-0.0044298591260412985,-0.003261269243699432,-0.004268528912000221,0.0010898843286971424
91,mimir,SeaFloor,0.013266089785018137,,,-0.017200329493423278,-0.009112538599777262,0.00726681685609495,-0.0021693873601489125,0.00034072622958497404,0.0028300564902793033
92,mimir,SandPipe,0.004269262917877081,,,-0.0061782318285066,0.0005833433631620133,0.020801394115909283,-0.000523134396273728,3.080851634265895e-05,1.289362448631696e-05
93,mimir,OceanFloor,0.004062297450424813,,,-0.13399220020789593,-0.029591697404033526,0.004847243858209681,0.00034003810921696574,0.0030738623923759227,0.001672228185510048
94,mimir,SeaFloor_Algae,0.05589005567523927,,,-0.012821717296721696,-0.03180629897803951,-0.007765367793545522,-0.0008548248657868665,-0.00010819830008793749,-0.0007570191783890796
95,mimir,SandPipe,0.002027364948168194,,,-0.06598194860946437,-0.024337985124802234,0.0658601413161773,0.0008343648973576413,0.00010752295395099409,0.00023556467660964042
96,mimir,SeaFloor,0.007486232884517559,,,-0.07192046567471339,0.05915864126679406,0.004660631545656141,0.006702255993397943,0.003555395965668459,0.0025846333814655426
97,mimir,OceanFloor,0.0664373510929931,,,0.028186773425558875,0.013902187528396599,-0.009600873596407678,0.008731954593163511,-0.0003445625894289341,0.0005938805210042281
98,mimir,SeaFloor_Algae,0.010375971352984166,,,0.048414428818197776,-0.04463142488046925,0.08584141899716409,-0.0710681049648941,-6.481145485025085e-05,-0.0015851530603538796
99,mimir,SeaFloor,0.014235114739955585,,,-0.04924359253934165,-0.015151282669177122,-0.014343550773462478,0.0047104966944632185,-0.0009611342633665277,0.0022708706754597453
100,mimir,SandPipe,0.008821661690758927,,,0.005716928726988887,0.014812108260013628,-0.0026817953095196944,6.0144412905722965e-05,0.0005470200346565485,-0.0008554871953475054
101,mimir,OceanFloor,0.019577136784399842,,,-0.011440591750626325,-0.12056067332461215,0.02840424173214882,-0.041508182994999115,0.0006210441390010721,0.0003770864601386741
102,mimir,SeaFloor_Algae,0.018203284262847546,,,-0.03278534866244029,-0.08747419746775091,0.008081210957032486,0.021429719749779055,-0.0010210151024698379,0.002667447319163867
103,mimir,SeaFloor_Algae,0.04271724566617657,,,-0.04556833737791067,0.013198156853677057,-0.05994789704244149,0.004320080859976896,0.006842256871438563,-0.0018891552793853157
104,mimir,SeaFloor,0.030524510373483662,,,-0.05664194919730067,-0.01363288962465143,0.005323692457929844,0.019030469638729525,0.00011624814079239878,-0.0011396450528669466
105,mimir,OceanFloor,-0.0,,,-0.04592496673493167,-0.019825983935988004,0.04071031067931157,0.022590638998403877,0.0012383482912112598,-0.0007280310436694761
106,mimir,OceanFloor,0.001827639128687116,,,0.03384029789793636,0.02501529549782558,-0.022065061902381906,-0.0008224237192494302,-0.0015444619103875486,0.003854718033583854
107,mimir,SeaFloor,0.020683888244237694,,,0.0286371635538075,-0.04118673526715544,0.035251909261982184,0.0042733983060901145,-0.0024340903190216805,-0.0011879469478347539
108,mimir,OceanFloor,-0.0,,,0.04860678211228444,-0.08891170091307571,0.05383352448592626,-0.039419616257728114,0.0006137818157220375,0.0004985771343874446
109,mimir,SandPipe,-0.0,,,0.03042657268426727,0.05123765425180955,0.00022179593760831664,7.201891337151448e-05,0.0012166422077284304,-0.0033253415131317037
110,mimir,SeaFloor_Algae,0.029912777139586587,,,0.07921489885625728,-0.06363253123131768,0.007471395316342916,-0.010946801583967089,-0.005756079338621091,-0.005734436638022633
111,mimir,SeaFloor,0.041490158546886605,,,0.07300075433817173,-0.004526036640635249,-0.021930913721633416,-0.018157007867282807,-0.00016782797347336857,0.001329625166219826
112,mimir,SeaFloor_Algae,0.05473976416884899,,,-0.05330600406882566,-0.07806488695614557,-0.06894350226964628,-0.022983346353818514,-0.0015513949273992969,-0.00040543061511556224
113,mimir,SeaFloor,0.011484982961631043,,,-0.02303509412802121,0.0243573010176651,-0.024235895970118812,0.0019242400397028096,-0.001749545185365367,0.0013474970138977686
114,mimir,SeaFloor,0.023559841648258428,,,-0.03943855837009128,0.029204845449459803,0.037019274811991465,0.010917652272231857,0.002798954933384619,-0.0003114882219885067
115,mimir,SandPipe,-0.0,,,-0.09752488641870835,-0.011010842397612176,0.055651202764342024,-0.002330081755374639,-3.971147300006813e-05,0.0005520873759287425
116,mimir,OceanFloor,0.0003033168044019142,,,-0.05666449033451842,0.0982967351331319,-0.04097590694682217,0.006821336770587404,0.008402160101041242,-0.0057975397320947746
117,mimir,SeaFloor_Algae,0.02744185118563627,,,0.005737785534186941,-0.00640534050726172,0.006485009482359206,-0.0001817370849565029,0.0007660815266927022,-0.0007398850965007087
118,mimir,SeaFloor_Algae,0.020997257831002467,,,0.05836670828377191,-0.0465356389150725,-0.007291655009839122,-0.0167362417339622,-0.0022469587913566016,-0.00035792686657191427
119,mimir,SeaFloor,0.0028102474807191885,,,-0.011220405408804656,0.02393575494092597,0.002043310937471669,0.013714773698440891,0.0012245551937327315,-0.0002694149776779286
120,mimir,SeaFloor,0.020387387032093234,,,-0.031441741767689525,0.005741193818764064,0.0033778988099513177,0.02184768505360663,-0.00022104895904151374,0.0021453359920793167
121,mimir,SandPipe,0.0011934394376963864,,,0.015567603506952419,0.04809898321838212,-0.004273104072027759,-4.413768792337061e-05,-0.0012233740695183374,0.002642005362565991
122,mimir,OceanFloor,0.039080575722188586,,,-0.004882967882982512,0.02559687239484879,-0.0004712886244817805,-0.013006429840635955,-0.0017803149634163331,0.001140778712773734
123,mimir,OceanFloor,0.02000284513123646,,,0.022608882762601284,0.017933288874925138,0.005270224435880368,-0.011144929994763454,-0.001900036814104512,0.004182528660531816
124,mimir,SeaFloor,0.016163639056238917,,,0.005431764644224817,0.040018597089923974,0.041095592881155725,0.005884513782431476,0.0004698275847190502,0.0019696152232428874
125,mimir,SeaFloor,0.05637710261112034,,,0.045815946399228154,0.01730187884654389,0.037532572691532665,0.0005878183023568144,-0.000304086830212738,-0.0038336353165358958
126,mimir,SeaFloor_Algae,0.03086459236281547,,,0.08559053308618725,-0.06636653156891324,0.010126941781828946,-0.010935901769106752,0.0016878719975551037,0.0027301147941473005
127,mimir,OceanFloor,0.04750700906022861,,,0.003942587628091404,0.009201555017354233,-0.0022826008579767583,-0.007932007042238636,0.001661201760093868,-0.002445592251400547
128,mimir,OceanFloor,-0.0,,,0.023055001120804348,0.053531628587290735,-0.005134411398322776,0.003943484831757956,0.0010364968605419314,-0.0023135002863024674
129,mimir,SeaFloor_Algae,0.01666373265914349,,,-0.020125884712368883,0.012142793530898265,-0.01363130432189307,-0.006016634458687309,-0.0018056734002126237,0.0043178490081767825
130,mimir,SeaFloor_Algae,0.0241790167434053,,,0.002111082490692412,0.08585593784325805,0.07941283397319365,-0.000419718514942626,0.0031522907219768033,0.0025799209243562524
131,mimir,OceanFloor,0.014519498694646246,,,-0.1213995003009479,-0.052479982161279665,0.010512741215323269,-0.0002988570833062728,0.0015413538437329065,0.0015922268069275462
132,mimir,SeaFloor,0.01435078638731843,,,0.012272826039618021,-0.058042420359505756,-0.07441000337477625,0.0018372754450279077,-0.001268571261941623,-0.0009160626782754738
133,mimir,SandPipe,-0.0,,,-0.001380243043608702,0.006063473768749142,0.04709180412544274,-0.001993025060140419,6.42850153298149e-07,6.744040844095026e-05
134,mimir,OceanFloor,0.018622163812940247,,,0.04164269529675865,-0.03202485833864933,0.004358817089993554,-0.0005690541469946198,-0.0010085035979727382,0.0026293397870654
135,mimir,SeaFloor,0.01209951851201081,,,0.025422954798788578,-0.06879333521891601,0.04722112477480176,-0.032796935651151604,-0.00023974042657237996,1.291946284201041e-05
136,mimir,OceanFloor,0.008017025398928478,,,0.015302746944563897,-0.009142690384297094,-0.012686940578617701,0.0012129280189136712,-3.132941663301382e-05,-0.0014579503397571004
137,mimir,OceanFloor,0.024233533613206678,,,0.005826477398842102,0.018217503321210585,0.003096019143256345,-0.013397402321786739,-0.0007705742791813913,0.0006020989747526139
138,mimir,SeaFloor,0.012483700565519035,,,-0.011691236002958984,0.020154085158138837,-0.008178470196995457,0.0003878896252577342,0.00019534680355788107,0.006047173075402916
139,mimir,SandPipe,0.0016678920755815877,,,0.004772543640392787,0.06617212065524922,0.09568079022426132,-0.0038213587772751413,0.00012526469158728157,-0.00013889343234865784
140,mimir,SandPipe,-0.0,,,0.009600129047059302,0.02136178247086451,0.003008076213433521,-0.00012283124117361022,-7.397612258055772e-05,0.00019970945633238622
141,mimir,SeaFloor_Algae,0.02501982846683998,,,0.09494890670145145,-0.14465385717800044,0.02468394505044835,-0.0034104016565065422,-0.008789395242186145,9.420748789439024e-05
142,mimir,SeaFloor,0.016629712414178457,,,0.015295391384498041,-0.01164619989848161,-0.022414029803997176,-0.018309057590438577,-0.0023636178894814145,-0.0005984232030900276
143,mimir,OceanFloor,0.0028393126545003824,,,0.008534055517816316,-0.025276853904584427,0.005798998680269923,-0.01299779080497156,0.0016126153333601673,5.6782716663308226e-05
144,mimir,SandPipe,0.0019474047681144152,,,-0.024892320286167526,0.01676673638527674,-0.0004889494424233637,0.0024790836544824604,-6.897479047163366e-05,4.5408523254381525e-05
145,mimir,SeaFloor_Algae,0.03402441913147014,,,-0.04082705413207973,-0.10136612701266406,0.009926266147258838,-0.014550907986351752,0.0003075402559127566,0.0002930047800216879
146,mimir,OceanFloor,0.0006245725580378311,,,-0.15413517079997593,0.0729498563638524,-0.012084088621962958,0.0014660882771104025,0.0009027251800719936,0.00016444767791806323
147,mimir,SeaFloor,0.01564981034014335,,,-0.004938209403074357,-0.041509450046365935,0.016618570396449442,-0.010927936412963489,0.00014029957270269102,-0.0006132896499350549
148,mimir,OceanFloor,-0.0,,,-0.006282194204914618,0.03277745961984769,-0.00566762372655636,0.003328904260717064,-0.00517235041007998,0.006140242976822839
149,mimir,SeaFloor,0.016095077254025137,,,-0.013820588107214647,-0.05664233564930976,-0.009393709106113661,0.005556900663057426,0.0002765530499222469,0.00047902534995061797
150,mimir,SeaFloor_Algae,0.05306128708728141,,,0.054540508480584886,-0.03098628949327838,-0.014198909928500876,-0.020044528972430278,-0.0005678203923230642,-0.0011233411686267633
151,mimir,SeaFloor_Algae,0.02524561557295429,,,0.11219050350588092,-0.14581924100703997,0.019430305433169086,-0.006600950703073451,-0.0029590923338358535,0.000653370750878552
152,mimir,OceanFloor,0.03730837742230145,,,-0.07100097383447983,0.017208481037964393,-0.0037141200707574164,-0.002610243518084309,0.001859094548686486,-0.0012808334213540685
153,mimir,SandPipe,4.454272973419522e-05,,,0.014640079906738317,0.07211099655643845,-0.0015964766785278026,0.00025263848731524416,0.0005641585417258138,-0.0009608041859044115
154,mimir,SeaFloor_Algae,0.025164047409720912,,,0.005178407137806479,-0.020388165851505734,-0.021226120515316492,-0.0047863531117246115,-0.0013711163473759268,-0.0014764408730587905
155,mimir,OceanFloor,3.573219757255163e-05,,,-0.01889665311177917,0.03251833830076669,-0.004783353184852373,-0.004187284768912591,-0.0010236284955616956,0.0008724842094332988
156,mimir,OceanFloor,0.00011316063108355879,,,-0.01565133206497353,-0.032192278430510465,0.04416285310945951,0.0013632688467307915,-0.00221173553770798,0.0033335717243979063
157,mimir,SandPipe,0.014922078509389305,,,0.03927079941729502,0.07760005191643321,-0.0017802044188543595,0.00048342965302267154,0.002492111857769755,-0.0010556393383082399
158,mimir,OceanFloor,0.011788778727296568,,,0.0512436789085079,0.03160994217221008,-0.0002632264397359666,-0.0011407959768855475,-0.0007903028070813119,0.0031692517835173887
159,mimir,OceanFloor,0.013419345746550152,,,0.0021116715333007784,-0.07627173159737331,0.008074838579912088,0.03543285390970524,0.04152851423066391,-0.01113902034585787
160,mimir,SandPipe,0.008613655942022628,,,0.026883132440167927,0.05699761372755797,0.010649154706340426,-0.010273379592968153,-0.0008130581511588284,0.001954753984498855
161,mimir,OceanFloor,6.704099974801745e-05,,,-0.02200442621006915,0.023917135576653165,-0.003954195442259789,-0.004130463588042508,0.0037846953600878044,-0.0032456464054039227
162,mimir,OceanFloor,0.0005965150370767689,,,-0.10246800966400889,-0.0653817398483312,0.015211091602315855,-0.0011584536951011952,-0.0007530581640227746,0.00023184633709081288
163,mimir,SeaFloor,0.019830741191639696,,,-0.030048444697436824,0.021440671481162826,0.012286855443618109,0.022860949070700874,0.001994739857785152,-0.0007105904060481743
164,mimir,OceanFloor,0.018849807853730343,,,-0.06689403842210695,0.11718465871707134,-0.040286465282790444,-0.017940472260376546,0.0017988964573896753,-0.0019132205701480453
